Date,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2023/05/16,7,AIL,44.1,400.0,410.0,397.1,403.7,403.70,0.0,0.0,403.42,"2,609.00",400.10,"1,052,531.00",43,3.6,12.9,0.9,3.25,0.07,610.50,344.00
2023/05/17,6,AIL,47.64,403.7,413.0,403.0,410.0,410.00,0.0,0.0,409.56,"3,426.00",403.70,"1,403,165.00",60,6.3,10.0,1.56,2.48,0.11,610.50,344.00
2023/05/18,6,AIL,53.64,410.0,429.0,410.0,426.0,426.00,0.0,0.0,422.83,"10,818.00",410.00,"4,574,141.80",139,16.0,19.0,3.9,4.63,0.74,610.50,344.00
2023/05/21,6,AIL,51.06,428.0,435.0,420.0,424.0,424.00,0.0,0.0,426.44,"6,287.00",426.00,"2,681,043.00",102,-2.00,15.00,-0.47,3.57,-0.58,610.50,344.00
2023/05/22,6,AIL,51.82,420.1,446.0,420.0,433.0,433.00,0.0,0.0,433.40,"7,024.00",424.00,"3,044,195.50",103,9.00,26.00,2.12,6.19,-0.09,610.50,344.00
2023/05/23,6,AIL,61.14,441.6,468.0,437.0,468.0,468.00,0.0,0.0,454.41,"13,801.00",433.00,"6,271,274.60",189,35.00,31.00,8.08,7.09,2.9,610.50,344.00
2023/05/24,6,AIL,56.46,477.3,477.3,431.3,451.0,451.00,0.0,0.0,460.92,"20,569.00",468.00,"9,480,717.80",235,-17.00,46.00,-3.63,10.67,-2.2,610.50,344.00
2023/04/20,6,AIL,38.33,413.1,422.0,413.0,420.0,420.00,0.0,0.0,417.16,"2,620.00",420.00,"1,092,959.00",54,0.0,9.00,0.0,2.18,0.68,665.00,344.00
2023/04/23,6,AIL,31.36,411.6,416.0,407.1,416.0,416.00,0.0,0.0,413.89,"1,785.00",420.00,"738,800.00",52,-4.0,8.9,-0.95,2.19,0.51,665.00,344.00
2023/04/24,6,AIL,38.5,407.7,413.2,400.2,408.0,408.00,0.0,0.0,406.31,"4,899.00",416.00,"1,990,491.00",77,-8.0,13.0,-1.92,3.25,0.42,665.00,344.00
2023/04/25,6,AIL,38.12,410.0,415.9,405.0,415.0,415.00,0.0,0.0,410.82,"2,989.00",408.00,"1,227,937.60",52,7.0,10.9,1.72,2.69,1.01,665.00,344.00
2023/04/26,6,AIL,35.99,410.0,422.8,408.2,410.0,410.00,0.0,0.0,416.03,"2,611.00",415.00,"1,086,252.60",58,-5.0,14.6,-1.2,3.58,-1.47,652.00,344.00
2023/04/27,7,AIL,32.9,410.0,416.0,407.5,409.1,409.10,0.0,0.0,409.34,"1,623.00",410.00,"664,356.50",52,-0.90,8.5,-0.22,2.09,-0.06,652.00,344.00
2023/04/30,7,AIL,37.03,402.0,408.0,402.0,406.0,406.00,0.0,0.0,404.65,"3,675.00",409.10,"1,487,105.00",58,-3.1,6.0,-0.76,1.49,0.33,640.00,344.00
2023/05/02,6,AIL,26.53,398.0,409.0,398.0,402.5,402.50,0.0,0.0,403.28,415.00,406.00,"167,359.50",33,-3.5,11.0,-0.86,2.76,-0.19,640.00,344.00
2023/05/03,6,AIL,32.07,398.0,419.2,396.5,402.8,402.80,0.0,0.0,403.34,"2,920.00",402.50,"1,177,752.00",62,0.3,22.7,0.07,5.73,-0.13,625.00,344.00
2023/05/04,7,AIL,40.32,400.0,410.0,400.0,410.0,410.00,0.0,0.0,406.23,"2,018.00",402.80,"819,775.00",56,7.2,10.0,1.79,2.5,0.92,625.00,344.00
2023/05/07,6,AIL,28.79,402.0,408.0,398.0,400.0,400.00,0.0,0.0,403.07,"4,196.00",410.00,"1,691,276.50",51,-10.0,10.0,-2.44,2.51,-0.77,625.00,344.00
2023/05/08,6,AIL,26.66,398.0,420.0,395.0,399.0,399.00,0.0,0.0,399.26,"2,237.00",400.00,"893,150.80",75,-1.0,25.00,-0.25,6.33,-0.07,625.00,344.00
2023/05/09,6,AIL,29.23,399.0,413.0,398.0,400.0,400.00,0.0,0.0,401.68,982.00,399.00,"394,446.00",41,1.0,15.0,0.25,3.77,-0.42,625.00,344.00
2023/05/10,6,AIL,23.53,398.0,405.0,397.0,400.0,400.00,0.0,0.0,399.14,"1,400.00",400.00,"558,796.00",24,0.0,8.0,0.0,2.02,0.22,625.00,344.00
2023/05/11,6,AIL,35.21,400.0,402.0,399.0,399.0,399.00,0.0,0.0,400.03,"1,093.00",400.00,"437,227.50",29,-1.0,3.0,-0.25,0.75,-0.26,625.00,344.00
2023/05/14,6,AIL,37.43,400.0,405.0,397.1,402.0,402.00,0.0,0.0,400.39,"1,535.00",399.00,"614,596.00",49,3.0,7.9,0.75,1.99,0.4,610.50,344.00
2023/03/28,7,AIL,48.27,492.0,492.0,472.0,477.0,477.00,0.0,0.0,474.67,"3,933.00",483.00,"1,866,870.00",78,-6.0,20.0,-1.24,4.24,0.49,744.00,344.00
2023/03/29,6,AIL,40.49,467.5,490.0,462.1,472.0,472.00,0.0,0.0,476.48,"3,420.00",477.00,"1,629,551.50",55,-5.0,27.9,-1.05,6.04,-0.95,730.00,344.00
2023/03/30,6,AIL,38.18,470.0,478.0,462.0,466.0,466.00,0.0,0.0,466.36,"2,600.00",472.00,"1,212,528.00",69,-6.0,16.0,-1.27,3.46,-0.08,730.00,344.00
2023/04/03,6,AIL,26.57,443.0,443.0,430.0,430.6,430.60,0.0,0.0,435.59,"6,495.00",448.00,"2,829,173.30",114,-17.4,13.0,-3.88,3.02,-1.16,718.00,344.00
2023/04/04,7,AIL,29.73,426.0,433.0,418.0,423.9,423.90,0.0,0.0,423.88,"13,145.00",430.60,"5,571,930.60",141,-6.7,15.0,-1.56,3.59,0.0,718.00,344.00
