Date,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2018/09/02,134,SDESI,-,1511.0,1511.0,1480.0,1500.0,"1,500.00",0.0,0.0,"1,494.65",612.00,"1,504.00","914,723.00",23,-4.0,31.0,-0.27,2.09,0.36,"1,950.00",301.84
2020/07/29,151,SDESI,46.02,882.0,882.0,860.0,871.0,871.00,0.0,0.0,869.19,"3,249.00",900.00,"2,824,001.00",77,-29.0,22.0,-3.22,2.56,0.21,"1,247.00",516.00
2020/07/30,152,SDESI,45.34,865.0,882.0,835.0,874.0,874.00,0.0,0.0,852.64,"1,952.00",871.00,"1,664,346.00",40,3.0,47.0,0.34,5.63,2.44,"1,247.00",516.00
2020/08/02,153,SDESI,41.96,857.0,857.0,825.0,840.0,840.00,0.0,0.0,835.09,"1,405.00",874.00,"1,173,302.00",39,-34.0,32.0,-3.89,3.88,0.58,"1,247.00",516.00
2020/08/03,153,SDESI,41.84,840.0,850.0,831.0,840.0,840.00,0.0,0.0,838.05,"1,299.00",840.00,"1,088,631.00",26,0.0,19.0,0.0,2.29,0.23,"1,247.00",516.00
2020/08/06,151,SDESI,41.04,811.0,811.0,796.0,800.0,800.00,0.0,0.0,802.70,"1,463.00",825.00,"1,174,357.00",34,-25.0,15.0,-3.03,1.88,-0.34,"1,247.00",516.00
2020/08/09,151,SDESI,50.28,784.0,813.0,760.0,812.0,812.00,0.0,0.0,779.07,"2,537.00",800.00,"1,976,505.00",52,12.0,53.0,1.5,6.97,4.06,"1,247.00",516.00
2020/08/10,152,SDESI,51.6,828.0,841.0,813.0,831.0,831.00,0.0,0.0,819.86,"1,541.00",812.00,"1,263,404.00",40,19.0,28.0,2.34,3.44,1.34,"1,247.00",516.00
2020/08/11,152,SDESI,57.93,840.0,863.0,815.0,828.0,828.00,0.0,0.0,828.28,"4,046.00",831.00,"3,351,214.00",57,-3.0,48.0,-0.36,5.89,-0.03,"1,247.00",516.00
2020/08/12,152,SDESI,55.45,813.0,820.0,797.0,804.0,804.00,0.0,0.0,808.45,"2,503.00",828.00,"2,023,552.00",57,-24.0,23.0,-2.9,2.89,-0.55,"1,247.00",516.00
2020/08/13,153,SDESI,52.95,800.0,817.0,800.0,800.0,800.00,0.0,0.0,807.40,"3,118.00",804.00,"2,517,479.00",59,-4.0,17.0,-0.5,2.13,-0.93,"1,247.00",516.00
2020/07/06,143,SDESI,47.88,795.0,873.0,790.0,871.0,871.00,0.0,0.0,818.47,"1,756.00",794.00,"1,437,236.00",34,77.0,83.0,9.7,10.51,6.03,"1,247.00",516.00
2020/07/07,145,SDESI,53.13,888.0,941.0,888.0,912.0,912.00,0.0,0.0,896.12,"4,477.00",871.00,"4,011,935.00",39,41.0,53.0,4.71,5.97,1.74,"1,247.00",516.00
2020/07/08,145,SDESI,60.39,930.0,948.0,880.0,899.0,899.00,0.0,0.0,889.40,"3,671.00",912.00,"3,264,977.00",26,-13.0,68.0,-1.43,7.73,1.07,"1,247.00",516.00
2020/07/09,142,SDESI,51.43,882.0,910.0,870.0,910.0,910.00,0.0,0.0,887.47,"1,225.00",899.00,"1,087,152.00",27,11.0,40.0,1.22,4.6,2.48,"1,247.00",516.00
2020/07/12,144,SDESI,55.46,925.0,966.0,904.0,966.0,966.00,0.0,0.0,920.61,"2,335.00",910.00,"2,149,627.00",39,56.0,62.0,6.15,6.86,4.7,"1,247.00",516.00
2020/07/13,150,SDESI,52.69,985.0,1003.0,914.0,963.0,963.00,0.0,0.0,962.15,"2,578.00",966.00,"2,480,425.00",53,-3.0,89.0,-0.31,9.74,0.09,"1,247.00",516.00
2020/07/14,150,SDESI,56.37,960.0,974.0,930.0,955.0,955.00,0.0,0.0,954.73,"2,084.00",963.00,"1,989,653.00",54,-8.0,44.0,-0.83,4.73,0.03,"1,247.00",516.00
2020/07/15,152,SDESI,52.99,950.0,955.0,922.0,926.0,926.00,0.0,0.0,930.51,"1,477.00",955.00,"1,374,362.00",43,-29.0,33.0,-3.04,3.58,-0.49,"1,247.00",516.00
2020/07/16,145,SDESI,44.81,934.0,943.0,910.0,911.0,911.00,0.0,0.0,922.89,"2,023.00",926.00,"1,867,011.00",44,-15.0,33.0,-1.62,3.63,-1.31,"1,247.00",516.00
2020/07/19,92,SDESI,39.37,911.0,920.0,911.0,920.0,920.00,0.0,0.0,915.50,20.00,911.00,"18,310.00",2,9.0,9.0,0.99,0.99,0.49,"1,247.00",516.00
2020/07/20,147,SDESI,45.84,938.0,938.0,892.0,910.0,910.00,0.0,0.0,913.21,"3,159.00",920.00,"2,884,822.00",48,-10.0,46.0,-1.09,5.16,-0.35,"1,247.00",516.00
2020/07/21,149,SDESI,45.82,909.0,930.0,893.0,900.0,900.00,0.0,0.0,911.85,"2,305.00",910.00,"2,101,817.00",54,-10.00,37.0,-1.1,4.14,-1.32,"1,247.00",516.00
2020/07/22,147,SDESI,47.14,905.0,956.0,880.0,890.0,890.00,0.0,0.0,894.19,"1,685.00",900.00,"1,506,712.00",52,-10.0,76.0,-1.11,8.64,-0.47,"1,247.00",516.00
2020/07/23,152,SDESI,50.89,880.0,910.0,880.0,908.0,908.00,0.0,0.0,902.44,"2,180.00",890.00,"1,967,326.00",53,18.0,30.0,2.02,3.41,0.61,"1,247.00",516.00
2020/07/26,153,SDESI,54.75,900.0,910.0,895.0,910.0,910.00,0.0,0.0,903.53,"2,936.00",908.00,"2,652,765.00",56,2.0,15.0,0.22,1.68,0.71,"1,247.00",516.00
2020/07/27,150,SDESI,50.04,911.0,914.0,895.0,900.0,900.00,0.0,0.0,903.44,"2,304.00",910.00,"2,081,525.00",64,-10.0,19.0,-1.1,2.12,-0.38,"1,247.00",516.00
2020/03/10,131,SDESI,33.56,918.0,918.0,865.0,865.0,865.00,0.0,0.0,883.10,421.00,936.00,"371,784.00",10,-71.0,53.0,-7.59,6.13,-2.09,"1,247.00",516.00
2020/03/11,146,SDESI,40.79,870.0,951.0,832.0,940.0,940.00,0.0,0.0,921.94,"5,037.00",865.00,"4,643,793.00",55,75.0,119.0,8.67,14.3,1.92,"1,247.00",516.00
2020/03/12,149,SDESI,38.62,940.0,940.0,890.0,893.0,893.00,0.0,0.0,902.23,"4,967.00",940.00,"4,481,366.00",66,-47.0,50.0,-5.0,5.62,-1.03,"1,247.00",516.00
2020/03/15,141,SDESI,34.77,876.0,890.0,840.0,850.0,850.00,0.0,0.0,861.69,"3,062.00",893.00,"2,638,496.00",59,-43.0,50.0,-4.82,5.95,-1.38,"1,247.00",516.00
2020/03/16,146,SDESI,46.23,860.0,877.0,840.0,840.0,840.00,0.0,0.0,857.71,"3,667.00",850.00,"3,145,226.00",48,-10.00,37.0,-1.18,4.4,-2.11,"1,247.00",516.00
2020/03/17,142,SDESI,30.43,825.0,825.0,777.0,809.0,809.00,0.0,0.0,802.23,"3,234.00",840.00,"2,594,402.00",34,-31.00,48.0,-3.69,6.18,0.84,"1,247.00",516.00
2020/03/18,141,SDESI,36.92,793.0,835.0,729.0,784.0,784.00,0.0,0.0,775.90,"1,968.00",809.00,"1,526,969.00",44,-25.0,106.0,-3.09,14.54,1.03,"1,247.00",516.00
2020/03/19,142,SDESI,39.95,769.0,818.0,765.0,788.0,788.00,0.0,0.0,791.17,"2,599.00",784.00,"2,056,249.00",28,4.0,53.0,0.51,6.93,-0.4,"1,247.00",516.00
2020/03/22,101,SDESI,32.02,775.0,775.0,775.0,775.0,775.00,0.0,0.0,775.00,99.00,788.00,"76,725.00",1,-13.0,0.0,-1.65,0.0,0.0,"1,247.00",516.00
2020/05/13,63,SDESI,29.11,760.0,760.0,760.0,760.0,760.00,0.0,0.0,760.00,10.00,775.00,"7,600.00",1,-15.0,0.0,-1.94,0.0,0.0,"1,247.00",516.00
2020/06/29,116,SDESI,27.65,745.0,745.0,745.0,745.0,745.00,0.0,0.0,736.04,336.00,760.00,"247,309.00",10,-15.0,0.0,-1.97,0.0,1.2,"1,247.00",516.00
2020/06/30,108,SDESI,31.83,759.0,759.0,759.0,759.0,759.00,0.0,0.0,759.00,10.00,745.00,"7,590.00",1,14.00,0.0,1.88,0.0,0.0,"1,247.00",516.00
2020/07/01,112,SDESI,46.64,760.0,790.0,760.0,790.0,790.00,0.0,0.0,782.18,309.00,759.00,"241,695.00",7,31.0,30.0,4.08,3.95,0.99,"1,247.00",516.00
2020/07/02,115,SDESI,40.96,800.0,816.0,764.0,764.0,764.00,0.0,0.0,798.42,468.00,790.00,"373,662.00",14,-26.0,52.0,-3.29,6.81,-4.51,"1,247.00",516.00
2020/02/13,138,SDESI,65.22,953.0,1010.0,915.0,962.0,962.00,0.0,0.0,954.64,"10,432.00",940.00,"9,958,847.00",96,22.0,95.0,2.34,10.38,0.76,"1,010.00",516.00
2020/02/16,141,SDESI,61.17,976.0,1015.0,950.0,994.0,994.00,0.0,0.0,975.57,"5,723.00",962.00,"5,583,181.00",63,32.0,65.0,3.33,6.84,1.85,"1,015.00",516.00
2020/02/17,141,SDESI,57.35,1013.0,1050.0,963.0,982.0,982.00,0.0,0.0,991.80,874.00,994.00,"866,830.00",25,-12.0,87.0,-1.21,9.03,-1.0,"1,050.00",516.00
2020/02/18,146,SDESI,59.05,998.0,1017.0,940.0,974.0,974.00,0.0,0.0,970.35,"10,353.00",982.00,"10,046,042.00",114,-8.0,77.00,-0.81,8.19,0.37,"1,050.00",516.00
2020/02/19,143,SDESI,56.91,985.0,1000.0,928.0,983.0,983.00,0.0,0.0,966.30,"8,400.00",974.00,"8,116,907.00",94,9.0,72.0,0.92,7.76,1.7,"1,050.00",516.00
2020/02/20,146,SDESI,58.54,980.0,1008.0,971.0,1008.0,"1,008.00",0.0,0.0,996.35,"18,881.00",983.00,"18,812,040.00",150,25.0,37.0,2.54,3.81,1.16,"1,050.00",516.00
2020/02/23,144,SDESI,64.5,1000.0,1108.0,1000.0,1108.0,"1,108.00",0.0,0.0,"1,082.52","16,198.00","1,008.00","17,534,700.00",164,100.0,108.0,9.92,10.8,2.3,"1,108.00",516.00
2020/02/24,145,SDESI,63.31,1086.0,1179.0,1086.0,1100.0,"1,100.00",0.0,0.0,"1,110.87","11,223.00","1,108.00","12,467,246.00",112,-8.0,93.0,-0.72,8.56,-0.99,"1,179.00",516.00
2020/02/25,144,SDESI,66.13,1078.0,1210.0,1060.0,1210.0,"1,210.00",0.0,0.0,"1,134.49","9,052.00","1,100.00","10,269,372.00",105,110.00,150.00,10.0,14.15,6.24,"1,210.00",516.00
2020/02/26,145,SDESI,63.29,1210.0,1247.0,1199.0,1233.0,"1,233.00",0.0,0.0,"1,225.04","4,706.00","1,210.00","5,765,056.00",62,23.00,48.00,1.9,4.0,0.65,"1,247.00",516.00
2020/02/27,145,SDESI,59.79,1229.0,1230.0,1176.0,1190.0,"1,190.00",0.0,0.0,"1,189.25","6,537.00","1,233.00","7,774,100.00",79,-43.00,54.00,-3.49,4.59,0.06,"1,247.00",516.00
2020/03/01,147,SDESI,58.81,1168.0,1209.0,1123.0,1200.0,"1,200.00",0.0,0.0,"1,158.13","7,022.00","1,190.00","8,132,391.00",101,10.00,86.0,0.84,7.66,3.49,"1,247.00",516.00
2020/03/03,145,SDESI,48.16,1176.0,1176.0,1080.0,1080.0,"1,080.00",0.0,0.0,"1,090.33","5,564.00","1,200.00","6,066,610.00",86,-120.0,96.00,-10.0,8.89,-0.96,"1,247.00",516.00
2020/03/04,141,SDESI,46.54,1060.0,1060.0,972.0,972.0,972.00,0.0,0.0,995.34,"6,216.00","1,080.00","6,187,008.00",107,-108.0,88.0,-10.0,9.05,-2.4,"1,247.00",516.00
2020/01/21,146,SDESI,57.34,790.0,800.0,760.0,772.0,772.00,0.0,0.0,778.27,"4,344.00",775.00,"3,380,809.00",41,-3.0,40.0,-0.39,5.26,-0.81,860.00,516.00
2020/01/22,142,SDESI,54.01,770.0,802.0,763.0,802.0,802.00,0.0,0.0,773.14,"5,100.00",772.00,"3,943,007.00",59,30.0,39.0,3.89,5.11,3.6,860.00,516.00
2020/01/23,138,SDESI,47.75,818.0,818.0,771.0,794.0,794.00,0.0,0.0,781.68,"3,612.00",802.00,"2,823,445.00",41,-8.0,47.0,-1.0,6.1,1.55,860.00,516.00
2020/01/26,139,SDESI,53.44,779.0,783.0,746.0,764.0,764.00,0.0,0.0,760.34,"7,582.00",794.00,"5,764,899.00",60,-30.0,37.0,-3.78,4.96,0.48,860.00,516.00
2020/01/27,144,SDESI,52.51,779.0,800.0,763.0,798.0,798.00,0.0,0.0,783.77,"4,098.00",764.00,"3,211,888.00",57,34.0,37.0,4.45,4.85,1.78,860.00,516.00
2020/01/28,143,SDESI,55.46,813.0,833.0,799.0,821.0,821.00,0.0,0.0,816.75,"15,536.00",798.00,"12,689,045.00",123,23.0,34.0,2.88,4.26,0.52,860.00,516.00
2020/01/29,141,SDESI,58.46,821.0,869.0,820.0,869.0,869.00,0.0,0.0,844.67,"11,584.00",821.00,"9,784,686.00",71,48.0,49.0,5.85,5.98,2.8,869.00,516.00
2020/01/30,142,SDESI,58.62,886.0,906.0,870.0,883.0,883.00,0.0,0.0,891.40,"9,666.00",869.00,"8,616,309.00",91,14.0,36.0,1.61,4.14,-0.95,906.00,516.00
2020/02/02,140,SDESI,57.08,900.0,900.0,855.0,887.0,887.00,0.0,0.0,883.33,"8,850.00",883.00,"7,817,500.00",79,4.0,45.0,0.45,5.26,0.41,906.00,516.00
2020/02/03,141,SDESI,52.96,900.0,903.0,860.0,874.0,874.00,0.0,0.0,872.76,"2,626.00",887.00,"2,291,865.00",42,-13.0,43.0,-1.47,5.0,0.14,906.00,516.00
2020/02/04,141,SDESI,50.53,874.0,877.0,846.0,864.0,864.00,0.0,0.0,860.73,"5,725.00",874.00,"4,927,681.00",54,-10.0,31.0,-1.14,3.66,0.38,906.00,516.00
2020/02/05,142,SDESI,45.13,880.0,880.0,856.0,864.0,864.00,0.0,0.0,861.03,"1,601.00",864.00,"1,378,508.00",17,0.0,24.0,0.0,2.8,0.34,906.00,516.00
2020/02/06,141,SDESI,44.22,880.0,880.0,841.0,841.0,841.00,0.0,0.0,846.40,"3,511.00",864.00,"2,971,727.00",43,-23.0,39.0,-2.66,4.64,-0.64,906.00,516.00
2020/02/09,139,SDESI,41.25,850.0,850.0,834.0,840.0,840.00,0.0,0.0,841.79,"2,190.00",841.00,"1,843,519.00",31,-1.0,16.0,-0.12,1.92,-0.21,906.00,516.00
2020/02/10,140,SDESI,43.07,850.0,867.0,833.0,840.0,840.00,0.0,0.0,846.25,"2,232.00",840.00,"1,888,828.00",25,0.0,34.0,0.0,4.08,-0.74,906.00,516.00
2020/02/11,141,SDESI,52.75,850.0,866.0,842.0,863.0,863.00,0.0,0.0,859.56,"6,218.00",840.00,"5,344,746.00",59,23.0,24.0,2.74,2.85,0.4,906.00,516.00
2019/12/29,147,SDESI,28.79,566.0,566.0,566.0,566.0,566.00,0.0,0.0,565.29,34.00,574.00,"19,220.00",6,-8.0,0.0,-1.39,0.0,0.12,698.00,516.00
2019/12/30,143,SDESI,46.75,560.0,596.0,560.0,596.0,596.00,0.0,0.0,571.84,874.00,566.00,"499,791.00",13,30.0,36.0,5.3,6.43,4.05,698.00,516.00
2019/12/31,142,SDESI,43.64,603.0,603.0,569.0,575.0,575.00,0.0,0.0,578.17,"2,443.00",596.00,"1,412,467.00",17,-21.0,34.0,-3.52,5.98,-0.55,698.00,516.00
2020/01/01,140,SDESI,44.9,586.0,588.0,570.0,577.0,577.00,0.0,0.0,579.34,"2,329.00",575.00,"1,349,274.00",17,2.0,18.0,0.35,3.16,-0.4,685.00,516.00
2020/01/02,138,SDESI,52.85,577.0,590.0,577.0,590.0,590.00,0.0,0.0,586.42,"1,635.00",577.00,"958,804.00",19,13.0,13.0,2.25,2.25,0.61,685.00,516.00
2020/01/05,136,SDESI,53.58,600.0,619.0,600.0,614.0,614.00,0.0,0.0,610.90,"6,639.00",590.00,"4,055,763.00",61,24.0,19.0,4.07,3.17,0.5,685.00,516.00
2020/01/06,141,SDESI,66.92,620.0,650.0,620.0,645.0,645.00,0.0,0.0,635.59,"8,872.00",614.00,"5,638,949.00",91,31.0,30.0,5.05,4.84,1.46,685.00,516.00
2020/01/07,142,SDESI,67.88,655.0,704.0,633.0,675.0,675.00,0.0,0.0,662.53,"11,643.00",645.00,"7,713,842.00",96,30.0,71.0,4.65,11.22,1.85,704.00,516.00
