Date,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022/05/02,35,EIC,36.98,540.0,540.0,525.0,529.9,529.90,0.0,0.0,528.98,"6,419.00",541.00,"3,395,522.00",57,-11.1,15.0,-2.05,2.86,0.17,885.00,525.00
2022/05/04,36,EIC,34.54,529.0,530.0,505.0,521.0,521.00,0.0,0.0,516.88,"5,832.00",529.90,"3,014,446.70",60,-8.9,25.0,-1.68,4.95,0.79,885.00,505.00
2022/05/05,36,EIC,33.0,511.0,512.0,494.0,500.0,500.00,0.0,0.0,502.11,"8,992.00",521.00,"4,514,970.70",84,-21.0,18.0,-4.03,3.64,-0.42,885.00,494.00
2022/04/04,35,EIC,29.92,617.7,627.0,611.0,611.0,611.00,0.0,0.0,616.26,"15,427.00",623.30,"9,506,988.00",83,-12.3,16.0,-1.97,2.62,-0.86,885.00,526.00
2022/04/05,35,EIC,30.46,602.3,602.3,585.0,596.0,596.00,0.0,0.0,591.48,"37,085.00",611.00,"21,934,861.40",206,-15.0,17.30,-2.45,2.96,0.76,885.00,526.00
2022/04/06,35,EIC,27.47,590.0,607.0,584.3,599.0,599.00,0.0,0.0,598.55,"8,271.00",596.00,"4,950,579.10",55,3.0,22.7,0.5,3.88,0.08,885.00,526.00
2022/04/07,36,EIC,29.24,609.9,614.0,597.0,611.2,611.20,0.0,0.0,604.87,"13,831.00",599.00,"8,365,966.90",89,12.2,17.0,2.04,2.85,1.04,885.00,526.00
2022/04/11,37,EIC,26.53,612.0,623.0,591.0,597.0,597.00,0.0,0.0,600.93,"12,781.00",611.20,"7,680,440.30",98,-14.2,32.0,-2.32,5.41,-0.66,885.00,526.00
2022/04/12,35,EIC,31.85,608.9,608.9,580.0,585.0,585.00,0.0,0.0,583.26,"7,076.00",597.00,"4,127,149.10",54,-12.0,28.9,-2.01,4.98,0.3,885.00,526.00
2022/04/13,35,EIC,36.29,585.0,593.5,573.3,593.5,593.50,0.0,0.0,584.93,"10,581.00",585.00,"6,189,185.80",67,8.50,20.2,1.45,3.52,1.44,885.00,526.00
2022/04/17,37,EIC,28.3,585.0,586.0,573.0,577.7,577.70,0.0,0.0,578.58,"6,510.00",593.50,"3,766,565.20",58,-15.80,13.0,-2.66,2.27,-0.15,885.00,526.00
2022/04/18,36,EIC,31.64,577.0,581.0,555.0,562.9,562.90,0.0,0.0,564.27,"12,205.00",577.70,"6,886,954.50",83,-14.8,26.00,-2.56,4.68,-0.24,885.00,526.00
