Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2023/05/04,25,BPW,36.4,233.1,237.7,233.1,237.7,233.57,30.00,0.00,"7,007.00",6,237.7,4.6,0.0,1.97,1.74,237.70,233.10
2023/05/07,23,BPW,33.58,237.7,237.7,237.7,237.7,234.24,25.00,237.70,"5,856.00",5,0.0,0.0,0.0,0.0,1.46,237.70,233.10
2023/05/08,24,BPW,41.4,242.4,247.2,242.4,247.2,244.80,20.00,237.70,"4,896.00",2,9.5,4.80,4.0,1.98,0.97,247.20,233.10
2023/05/09,23,BPW,39.82,247.2,247.2,247.2,247.2,249.70,5.00,247.20,"1,248.50",1,0.0,0.0,0.0,0.0,-1.01,247.20,233.10
2023/05/10,23,BPW,42.62,252.1,257.1,252.1,257.1,254.60,20.00,247.20,"5,092.00",2,9.9,5.0,4.0,1.98,0.97,257.10,233.10
2023/05/14,23,BPW,39.22,262.2,262.2,262.2,262.2,262.20,10.00,257.10,"2,622.00",1,5.1,0.0,1.98,0.0,0.0,262.20,233.10
2023/05/15,24,BPW,38.54,267.4,267.4,267.4,267.4,267.40,10.00,262.20,"2,674.00",1,5.2,0.0,1.98,0.0,0.0,267.40,233.10
2023/05/17,22,BPW,47.11,272.7,283.6,272.7,283.6,278.13,30.00,267.40,"8,344.00",3,16.2,10.9,6.06,4.0,1.93,283.60,233.10
2023/05/21,24,BPW,45.2,289.2,294.9,289.2,294.9,292.05,20.00,283.60,"5,841.00",2,11.30,5.70,3.98,1.97,0.97,294.90,233.10
2023/05/22,23,BPW,45.7,300.7,306.7,300.7,306.7,303.70,20.00,294.90,"6,074.00",2,11.80,6.00,4.0,2.0,0.98,306.70,233.10
2023/05/23,23,BPW,48.59,312.8,319.0,312.8,319.0,315.90,20.00,306.70,"6,318.00",2,12.30,6.20,4.01,1.98,0.97,319.00,233.10
