Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022/03/14,65,JALPA,45.29,318.6,318.6,318.6,318.6,319.14,30.00,0.00,"9,574.20",5,318.6,0.0,0.0,0.0,-0.17,318.60,318.60
2022/03/16,64,JALPA,38.01,318.6,318.6,318.6,318.6,324.30,2.00,318.60,648.60,2,0.0,0.0,0.0,0.0,-1.79,318.60,318.60
2022/03/20,63,JALPA,52.44,324.9,324.9,324.9,324.9,324.63,12.00,318.60,"3,895.60",3,6.3,0.0,1.98,0.0,0.08,324.90,318.60
2022/03/22,66,JALPA,57.86,319.7,326.0,319.7,326.0,322.56,33.00,324.90,"10,644.40",5,1.1,6.3,0.34,1.97,1.06,326.00,318.60
2022/03/23,64,JALPA,50.64,326.0,326.0,326.0,326.0,319.50,6.00,326.00,"1,917.00",1,0.0,0.0,0.0,0.0,1.99,326.00,318.60
2022/03/24,66,JALPA,50.36,332.5,332.5,332.5,332.5,332.50,10.00,326.00,"3,325.00",1,6.5,0.0,1.99,0.0,0.0,332.50,318.60
2022/03/27,66,JALPA,44.29,332.5,332.5,332.5,332.5,328.78,5.00,332.50,"1,643.90",3,0.0,0.00,0.0,0.0,1.12,332.50,318.60
2022/03/28,66,JALPA,54.45,339.1,339.1,339.1,339.1,333.09,43.00,332.50,"14,322.70",10,6.6,0.0,1.98,0.0,1.77,339.10,318.60
2022/03/29,64,JALPA,56.13,345.8,352.7,345.8,352.7,345.12,54.00,339.10,"18,636.40",14,13.6,6.9,4.01,2.0,2.15,352.70,318.60
2022/03/30,66,JALPA,50.31,359.7,359.7,359.7,359.7,355.80,16.00,352.70,"5,692.80",3,7.0,0.0,1.98,0.0,1.08,359.70,318.60
2022/03/31,66,JALPA,53.03,366.8,374.1,366.8,374.1,369.67,27.00,359.70,"9,981.00",4,14.4,7.3,4.0,1.99,1.19,374.10,318.60
2022/04/03,65,JALPA,49.89,381.5,389.1,381.5,389.1,385.77,24.00,374.10,"9,258.40",5,15.0,7.6,4.01,1.99,0.86,389.10,318.60
2022/04/04,63,JALPA,44.58,396.8,396.8,396.8,396.8,396.80,10.00,389.10,"3,968.00",1,7.7,0.0,1.98,0.0,0.0,396.80,318.60
2022/04/05,65,JALPA,48.73,404.7,420.9,404.7,420.9,406.69,66.00,396.80,"26,841.30",11,24.1,16.20,6.07,4.0,3.38,420.90,318.60
2022/04/06,65,JALPA,47.87,429.3,429.3,429.3,429.3,420.19,46.00,420.90,"19,328.90",8,8.4,0.0,2.0,0.0,2.12,429.30,318.60
2022/04/07,65,JALPA,43.96,437.8,446.5,437.8,446.5,442.15,20.00,429.30,"8,843.00",2,17.2,8.7,4.01,1.99,0.97,446.50,318.60
2022/04/11,68,JALPA,48.7,455.4,491.1,455.4,491.1,472.49,70.00,446.50,"33,074.00",8,44.6,35.7,9.99,7.84,3.79,491.10,318.60
2022/04/12,66,JALPA,40.49,491.1,491.1,491.1,491.1,482.37,30.00,491.10,"14,471.00",6,0.0,0.0,0.0,0.0,1.78,491.10,318.60
2022/04/13,65,JALPA,42.0,500.9,521.1,500.9,521.1,509.51,35.00,491.10,"17,833.00",4,30.00,20.2,6.11,4.03,2.22,521.10,318.60
2022/04/17,67,JALPA,43.77,531.5,542.1,531.5,542.1,531.91,47.00,521.10,"24,999.80",8,21.00,10.6,4.03,1.99,1.88,542.10,318.60
2022/04/18,65,JALPA,38.09,552.9,575.1,552.9,575.1,563.97,30.00,542.10,"16,919.00",3,33.0,22.20,6.09,4.02,1.94,575.10,318.60
2022/04/19,65,JALPA,34.11,586.6,586.6,586.6,586.6,586.60,10.00,575.10,"5,866.00",1,11.5,0.0,2.0,0.0,0.0,586.60,318.60
2022/04/20,68,JALPA,40.93,598.3,645.2,598.3,645.2,628.06,70.00,586.60,"43,964.20",8,58.6,46.9,9.99,7.84,2.66,645.20,318.60
2022/04/21,65,JALPA,43.2,640.2,709.7,640.2,709.7,675.40,90.00,645.20,"60,786.40",11,64.5,69.50,10.0,10.86,4.83,709.70,318.60
2022/04/24,69,JALPA,43.62,696.2,780.6,696.2,780.6,748.72,109.00,709.70,"81,610.40",12,70.90,84.40,9.99,12.12,4.08,780.60,318.60
2022/04/25,68,JALPA,41.96,780.5,858.6,780.5,858.6,812.75,77.00,780.60,"62,581.90",11,78.0,78.1,9.99,10.01,5.34,858.60,318.60
2022/04/26,66,JALPA,44.24,875.7,944.4,875.7,944.4,931.65,155.00,858.60,"144,405.20",17,85.8,68.7,9.99,7.85,1.35,944.40,318.60
2022/04/27,66,JALPA,42.17,963.2,1038.8,963.2,1038.8,"1,023.20",180.00,944.40,"184,175.20",20,94.4,75.6,10.0,7.85,1.5,"1,038.80",318.60
2022/04/28,66,JALPA,41.14,1038.7,1142.6,1038.7,1142.6,"1,116.82",200.00,"1,038.80","223,363.00",22,103.8,103.9,9.99,10.0,2.26,"1,142.60",318.60
2022/05/02,67,JALPA,39.32,1165.4,1256.8,1165.4,1256.8,"1,239.52",130.00,"1,142.60","161,138.00",14,114.2,91.4,9.99,7.84,1.37,"1,256.80",318.60
2022/05/04,67,JALPA,39.74,1257.0,1382.4,1257.0,1382.4,"1,359.17",218.00,"1,256.80","296,298.40",22,125.6,125.4,9.99,9.98,1.68,"1,382.40",318.60
2022/05/05,69,JALPA,39.72,1410.0,1520.6,1410.0,1520.6,"1,519.63","4,241.00","1,382.40","6,444,760.90",105,138.2,110.6,10.0,7.84,0.06,"1,520.60",318.60
2022/05/08,65,JALPA,40.97,1551.0,1672.6,1551.0,1672.6,"1,668.11","3,434.00","1,520.60","5,728,300.40",252,152.0,121.6,10.0,7.84,0.27,"1,672.60",318.60
2022/05/09,63,JALPA,40.21,1706.0,1839.8,1706.0,1839.8,"1,837.49","7,221.00","1,672.60","13,268,524.00",217,167.2,133.8,10.0,7.84,0.13,"1,839.80",318.60
2022/05/10,65,JALPA,36.2,1876.5,2023.7,1876.5,2023.7,"2,018.99","2,640.00","1,839.80","5,330,126.00",212,183.9,147.2,10.0,7.84,0.23,"2,023.70",318.60
2022/05/11,63,JALPA,35.48,2023.7,2226.0,2023.7,2226.0,"2,221.08","1,253.00","2,023.70","2,783,008.00",113,202.3,202.3,10.0,10.0,0.22,"2,226.00",318.60
2022/05/12,63,JALPA,37.63,2270.5,2448.6,2270.5,2448.6,"2,447.13","2,971.00","2,226.00","7,270,426.60",219,222.6,178.1,10.0,7.84,0.06,"2,448.60",318.60
2022/05/17,63,JALPA,42.16,2497.0,2693.4,2230.0,2270.0,"2,350.04","41,663.00","2,448.60","97,909,513.70","3,525",-178.60,463.4,-7.29,20.78,-3.53,"2,693.40",318.60
2022/05/19,61,JALPA,35.03,2230.0,2280.0,2190.0,2230.0,"2,236.69","7,792.00","2,275.00","17,428,276.00",534,-45.0,90.0,-1.98,4.11,-0.3,"2,693.40",318.60
2022/05/20,63,JALPA,32.94,2220.0,2250.0,2190.0,2216.2,"2,214.66","5,214.00","2,230.00","11,547,245.00",340,-13.8,60.0,-0.62,2.74,0.07,"2,693.40",318.60
2022/05/23,62,JALPA,33.43,2190.0,2200.0,2161.0,2168.1,"2,171.87","7,487.00","2,216.20","16,260,819.50",541,-48.1,39.0,-2.17,1.8,-0.17,"2,693.40",318.60
2022/05/24,61,JALPA,35.69,2131.1,2210.0,2131.1,2155.0,"2,166.00","7,770.00","2,168.10","16,829,784.00",411,-13.1,78.90,-0.6,3.7,-0.51,"2,693.40",318.60
2022/05/25,63,JALPA,36.69,2155.0,2244.0,2135.3,2244.0,"2,192.79","9,194.00","2,155.00","20,160,495.00",381,89.0,108.7,4.13,5.09,2.28,"2,693.40",318.60
2022/05/27,61,JALPA,33.68,2298.0,2330.0,2265.0,2281.0,"2,298.18","6,808.00","2,297.10","15,645,990.10",252,-16.1,65.0,-0.7,2.87,-0.75,"2,693.40",318.60
2022/05/30,63,JALPA,31.3,2237.0,2281.0,2200.0,2208.0,"2,225.31","6,103.00","2,281.00","13,581,068.50",302,-73.0,81.0,-3.2,3.68,-0.78,"2,693.40",318.60
2022/05/31,65,JALPA,29.4,2170.0,2225.0,2170.0,2195.0,"2,204.97","3,610.00","2,208.00","7,959,956.00",187,-13.0,55.0,-0.59,2.53,-0.45,"2,693.40",318.60
2022/06/01,65,JALPA,29.38,2170.1,2230.0,2170.1,2210.0,"2,200.10","3,360.00","2,195.00","7,392,338.00",191,15.0,59.9,0.68,2.76,0.45,"2,693.40",318.60
