Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022/08/18,1,ACLBSL,47.21,827.00,859.80,827.00,859.80,840.46,"2,061.00",827.00,"1,732,191.80",52,32.80,32.80,3.97,3.97,2.25,"1,705.00",744.00
2022/08/18,2,ADBL,45.94,322.00,325.00,321.00,323.00,323.06,"17,718.00",320.00,"5,723,920.90",219,3.00,4.00,0.94,1.25,-0.02,600.00,298.00
2022/08/18,3,AHPC,44.41,364.90,369.70,360.00,369.00,366.16,"93,816.00",359.00,"34,351,915.10",393,10.00,9.70,2.79,2.69,0.77,785.00,310.00
2022/08/18,4,AKJCL,47.55,215.00,225.00,214.00,224.90,220.11,"82,248.00",213.00,"18,103,256.10",367,11.90,11.00,5.59,5.14,2.13,502.00,162.00
2022/08/18,5,AKPL,47.09,448.00,469.00,448.00,458.00,461.07,"120,670.00",447.00,"55,637,755.30",614,11.00,21.00,2.46,4.69,-0.67,882.40,369.20
2022/08/18,6,ALBSL,41.69,"1,194.00","1,200.00","1,179.00","1,197.90","1,184.53",895.00,"1,171.00","1,060,155.00",31,26.90,21.00,2.30,1.78,1.12,"2,012.00","1,136.80"
2022/08/18,7,ALICL,43.41,588.00,608.00,588.00,602.00,600.67,"22,276.00",588.10,"13,380,591.50",169,13.90,20.00,2.36,3.40,0.22,"1,513.00",484.00
2022/08/18,8,API,47.59,264.00,274.00,262.10,273.00,270.28,"288,685.00",261.00,"78,026,635.50","1,120",12.00,11.90,4.60,4.54,1.00,665.90,217.60
2022/08/18,9,BARUN,43.38,282.00,288.00,276.40,284.00,284.21,"9,629.00",277.00,"2,736,626.00",95,7.00,11.60,2.53,4.20,-0.07,763.40,274.00
2022/08/18,10,BBC,39.91,"3,672.00","3,720.00","3,672.00","3,680.00","3,694.92",130.00,"3,600.00","480,340.00",5,80.00,48.00,2.22,1.31,-0.41,"6,990.00","3,195.00"
2022/08/18,11,BFC,44.23,400.00,408.00,395.00,406.50,404.20,"20,869.00",395.00,"8,435,147.70",153,11.50,13.00,2.91,3.29,0.57,630.00,298.00
2022/08/18,12,BHDC,36.83,484.00,499.50,466.10,489.00,489.98,"21,993.00",475.00,"10,776,042.10",652,14.00,33.40,2.95,7.17,-0.20,520.00,334.00
2022/08/18,13,BHL,41.53,334.60,364.00,327.20,362.00,349.25,"35,571.00",334.00,"12,423,302.70",516,28.00,36.80,8.38,11.25,3.52,397.00,104.70
2022/08/18,14,BNHC,47.89,429.00,438.50,420.00,438.50,429.40,"5,911.00",424.90,"2,538,176.50",97,13.60,18.50,3.20,4.40,2.08,744.00,246.70
2022/08/18,15,BNT,34.74,"13,950.00","13,994.40","13,715.00","13,990.00","13,935.88",166.00,"13,720.00","2,313,356.00",10,270.00,279.40,1.97,2.04,0.39,"17,670.00","9,750.00"
2022/08/18,16,BOKD86,42.76,780.00,780.00,780.00,780.00,780.00,50.00,765.00,"39,000.00",1,15.00,0.00,1.96,0.00,0.00,"1,000.00",752.10
2022/08/18,17,BPCL,45.21,321.00,332.00,319.00,329.00,325.12,"16,057.00",321.00,"5,220,401.00",129,8.00,13.00,2.49,4.08,1.18,660.00,294.00
2022/08/18,18,CBBL,43.49,"1,051.00","1,070.00","1,050.00","1,063.50","1,064.08","6,570.00","1,049.30","6,991,030.20",159,14.20,20.00,1.35,1.90,-0.05,"1,924.00",882.00
2022/08/18,19,CFCL,39.77,343.00,369.00,343.00,368.00,361.30,"25,212.00",349.10,"9,109,164.90",217,18.90,26.00,5.41,7.58,1.82,814.90,237.00
2022/08/18,20,CGH,41.49,"1,042.00","1,075.00","1,042.00","1,065.00","1,061.70","1,135.00","1,058.00","1,205,030.00",42,7.00,33.00,0.66,3.17,0.31,"1,737.00",900.20
2022/08/18,21,CHCL,43.07,401.20,409.00,401.20,407.00,406.24,"11,725.00",400.00,"4,763,113.00",108,7.00,7.80,1.75,1.94,0.19,731.00,347.90
2022/08/18,22,CHDC,42.49,750.00,772.00,750.00,760.50,764.83,"13,195.00",757.80,"10,091,886.00",156,2.70,22.00,0.36,2.93,-0.57,"1,415.00",630.00
2022/08/18,23,CHL,43.07,270.00,275.00,267.00,273.00,271.20,"11,538.00",265.00,"3,129,109.40",92,8.00,8.00,3.02,3.00,0.66,715.00,207.00
2022/08/18,24,CIT,39.11,"2,105.00","2,126.90","2,105.00","2,114.00","2,117.30","8,167.00","2,110.00","17,292,029.10",224,4.00,21.90,0.19,1.04,-0.16,"4,090.00","2,097.00"
2022/08/18,25,CLBSL,32.84,920.00,942.00,920.00,942.00,932.84,914.00,918.00,"852,614.80",18,24.00,22.00,2.61,2.39,0.97,"1,670.70",662.50
2022/08/18,26,CMF1,23.14,8.33,8.33,8.10,8.10,8.17,"4,500.00",8.20,"36,778.00",10,-0.10,0.23,-1.22,2.84,-0.90,16.01,7.80
2022/08/18,27,CMF2,37.99,8.35,8.40,8.35,8.40,8.37,"2,100.00",8.32,"17,580.00",3,0.08,0.05,0.96,0.60,0.34,16.09,8.14
2022/08/18,28,CORBL,43.01,325.00,331.00,315.00,331.00,326.53,"4,873.00",319.50,"1,591,162.80",49,11.50,16.00,3.60,5.08,1.35,"1,155.00",211.30
2022/08/18,29,CZBIL,42.37,202.90,202.90,200.10,202.50,201.58,"19,008.00",201.50,"3,831,695.00",143,1.00,2.80,0.50,1.40,0.45,427.30,194.00
2022/08/18,30,DDBL,46.30,997.00,"1,005.00",989.00,"1,005.00",998.10,"7,024.00",981.50,"7,010,689.00",125,23.50,16.00,2.39,1.62,0.69,"1,857.10",876.00
2022/08/18,31,DHPL,45.26,214.00,225.00,212.00,219.90,217.63,"12,932.00",214.00,"2,814,428.70",73,5.90,13.00,2.76,6.13,1.03,485.20,168.00
2022/08/18,32,DORDI,40.96,385.20,398.00,385.00,385.20,389.93,"31,702.00",393.00,"12,361,625.10",708,-7.80,13.00,-1.98,3.38,-1.23,398.00,271.50
2022/08/18,33,EBL,41.49,515.00,515.00,505.00,510.50,509.29,"19,835.00",506.00,"10,101,706.00",167,4.50,10.00,0.89,1.98,0.24,774.00,411.00
2022/08/18,34,EDBL,47.67,346.00,368.00,346.00,363.40,360.08,"41,804.00",351.00,"15,052,718.70",213,12.40,22.00,3.53,6.36,0.91,"1,184.00",308.00
2022/08/18,35,ENL,44.77,667.10,720.00,667.10,696.00,698.50,"4,577.00",680.00,"3,197,042.80",86,16.00,52.90,2.35,7.93,-0.36,"1,481.90",287.10
2022/08/18,36,FMDBL,42.28,715.00,726.00,709.00,720.00,719.54,"9,266.00",712.00,"6,667,234.10",111,8.00,17.00,1.12,2.40,0.06,"1,365.00",559.00
2022/08/18,37,FOWAD,40.36,"2,690.00","2,738.00","2,690.00","2,725.00","2,725.25","6,690.00","2,685.00","18,231,908.50",200,40.00,48.00,1.49,1.78,-0.01,"3,135.00","2,000.00"
2022/08/18,38,GBBL,46.47,405.00,413.80,400.00,411.00,407.67,"53,823.00",400.00,"21,941,924.30",355,11.00,13.80,2.75,3.45,0.81,750.00,318.00
2022/08/18,39,GBILD86/87,43.60,775.00,775.00,775.00,775.00,775.00,35.00,770.10,"27,125.00",1,4.90,0.00,0.64,0.00,0.00,"1,000.00",755.10
2022/08/18,40,GBLBS,40.27,735.20,754.00,735.20,750.20,750.52,"3,774.00",744.90,"2,832,459.10",50,5.30,18.80,0.71,2.56,-0.04,"1,350.00",653.10
2022/08/18,41,GFCL,43.93,536.00,560.00,536.00,550.00,551.47,"28,658.00",542.00,"15,804,128.00",183,8.00,24.00,1.48,4.48,-0.27,"1,010.00",358.00
2022/08/18,42,GHL,44.00,230.00,244.00,225.40,236.50,232.44,"25,276.00",226.00,"5,875,080.50",148,10.50,18.60,4.65,8.25,1.72,555.90,169.00
2022/08/18,43,GILB,44.10,"1,330.00","1,340.00","1,310.00","1,330.00","1,327.48","1,410.00","1,305.20","1,871,739.90",28,24.80,30.00,1.90,2.29,0.19,"2,757.00","1,130.00"
2022/08/18,44,GIMES1,32.62,9.69,9.88,9.69,9.70,9.77,"4,980.00",9.50,"48,640.00",9,0.20,0.19,2.11,1.96,-0.69,23.88,8.85
2022/08/18,45,GLBSL,24.07,"1,040.00","1,050.00","1,025.00","1,034.00","1,034.71",242.00,"1,028.00","250,400.00",11,6.00,25.00,0.58,2.44,-0.07,"1,920.00",935.00
2022/08/18,46,GLH,46.07,315.00,324.90,311.00,324.90,320.68,"11,564.00",320.00,"3,708,399.00",113,4.90,13.90,1.53,4.47,1.30,657.00,269.10
2022/08/18,47,GMFBS,38.93,"1,003.00","1,019.00","1,000.00","1,013.90","1,004.78",112.00,984.00,"112,535.00",7,29.90,19.00,3.04,1.90,0.90,"1,835.00",864.40
2022/08/18,48,GMFIL,42.88,377.40,390.00,372.00,385.00,382.79,"42,409.00",370.00,"16,233,821.00",217,15.00,18.00,4.05,4.84,0.57,773.00,223.90
2022/08/18,49,GRDBL,52.28,271.00,289.00,268.10,288.00,280.63,"17,344.00",270.00,"4,867,228.80",120,18.00,20.90,6.67,7.80,2.56,537.90,182.00
2022/08/18,50,GUFL,38.70,568.00,600.00,568.00,594.70,591.47,"34,876.00",579.00,"20,628,075.70",273,15.70,32.00,2.71,5.63,0.54,"1,500.00",357.00
2022/08/18,51,GVL,47.05,370.00,389.00,366.60,378.00,381.46,"34,428.00",370.10,"13,132,799.50",531,7.90,22.40,2.13,6.11,-0.91,436.40,255.10
2022/08/18,52,GWFD83,45.69,"1,015.20","1,015.20","1,015.00","1,015.00","1,015.12",200.00,"1,025.00","203,024.00",3,-10.00,0.20,-0.98,0.02,-0.01,"1,190.70","1,010.00"
2022/08/18,53,HBL,40.51,327.00,327.00,322.30,323.10,324.10,"5,060.00",321.00,"1,639,924.80",69,2.10,4.70,0.65,1.46,-0.31,505.00,290.00
2022/08/18,54,HDHPC,34.93,225.00,232.90,225.00,229.00,229.74,"44,473.00",223.00,"10,217,101.10",246,6.00,7.90,2.69,3.51,-0.32,478.90,168.00
2022/08/18,55,HDL,44.14,"3,550.00","3,599.90","3,550.00","3,580.00","3,578.13","13,906.00","3,540.00","49,757,421.40",443,40.00,49.90,1.13,1.41,0.05,"7,680.00","2,825.00"
2022/08/18,56,HEI,38.64,430.00,430.00,414.00,417.90,416.54,"36,151.00",424.90,"15,058,440.30",165,-7.00,16.00,-1.65,3.86,0.32,509.60,400.90
2022/08/18,57,HHL,43.30,332.40,355.00,322.50,355.00,343.77,"62,134.00",325.90,"21,359,600.20","1,718",29.10,32.50,8.93,10.08,3.16,361.00,228.00
2022/08/18,58,HIDCL,43.35,208.00,213.00,208.00,212.60,211.26,"99,406.00",207.90,"21,000,638.70",618,4.70,5.00,2.26,2.40,0.63,575.00,173.00
2022/08/18,59,HPPL,26.84,375.10,389.00,375.10,382.00,384.52,"9,846.00",380.00,"3,786,015.30",65,2.00,13.90,0.53,3.71,-0.66,735.00,259.00
2022/08/18,60,HURJA,47.05,266.40,278.50,266.40,273.00,274.40,"8,245.00",271.80,"2,262,444.00",49,1.20,12.10,0.44,4.54,-0.51,685.40,194.00
2022/08/18,61,ICFC,48.35,521.10,547.50,521.10,541.00,535.67,"98,719.00",528.00,"52,880,938.80",559,13.00,26.40,2.46,5.07,0.98,"1,176.80",363.00
2022/08/18,62,IGI,41.27,424.90,434.90,421.30,434.90,428.11,"14,689.00",424.90,"6,288,562.90",107,10.00,13.60,2.35,3.23,1.56,"1,324.00",333.20
2022/08/18,63,ILBS,45.50,"1,009.00","1,018.80",989.00,"1,018.80","1,005.24","1,734.00","1,008.00","1,743,088.30",56,10.80,29.80,1.07,3.01,1.33,"1,950.40",865.00
2022/08/18,64,JALPA,29.51,"3,119.00","3,150.00","3,075.00","3,129.00","3,128.82","3,698.00","3,088.00","11,570,359.70",184,41.00,75.00,1.33,2.44,0.01,"3,240.00",318.60
2022/08/18,65,JBBL,44.48,309.90,316.80,305.30,313.10,313.16,"47,362.00",305.20,"14,831,648.70",314,7.90,11.50,2.59,3.77,-0.02,649.90,248.00
2022/08/18,66,JBLB,43.10,"2,775.00","2,780.00","2,725.00","2,761.00","2,758.34","4,271.00","2,725.00","11,780,870.90",209,36.00,55.00,1.32,2.02,0.10,"5,516.90","2,564.00"
2022/08/18,67,JFL,39.76,425.30,435.00,419.00,427.00,429.31,"19,214.00",417.00,"8,248,710.80",138,10.00,16.00,2.40,3.82,-0.54,836.00,305.00
2022/08/18,68,JOSHI,43.46,229.70,236.00,226.00,234.00,233.72,"18,619.00",225.20,"4,351,591.60",128,8.80,10.00,3.91,4.42,0.12,507.00,164.80
2022/08/18,69,JSLBB,40.46,"1,947.00","1,947.00","1,898.00","1,900.00","1,909.19",224.00,"1,919.00","427,658.20",8,-19.00,49.00,-0.99,2.58,-0.48,"3,825.00","1,615.00"
2022/08/18,70,KBL,45.76,201.90,203.00,200.10,201.90,201.84,"80,356.00",201.90,"16,219,089.60",228,0.00,2.90,0.00,1.45,0.03,394.00,187.20
2022/08/18,71,KDBY,35.11,8.66,8.83,8.56,8.60,8.68,"3,950.00",8.66,"34,271.00",21,-0.06,0.27,-0.69,3.15,-0.89,10.00,8.54
